driverId,avg_gain,gain_pct,volatility,p10_gain,p90_gain,avg_qual,avg_finish,gain_per_qual_rank,teammate_delta_avg,race_count,year,forename,surname,driver_name,pca1,pca2,cluster,cluster_name,dbscan_cluster,era
71,-5.352941176470588,0.23529411764705882,7.968227347335387,-14.4,1.8000000000000007,2.4705882352941178,7.823529411764706,-2.1666666666666665,0.0,17,1995,Damon,Hill,D. Hill,-5.603370382007783,-0.03674186791902151,1,Volatile Drivers,-1,1994–2009
77,-5.0588235294117645,0.35294117647058826,7.039802804724844,-15.4,1.4000000000000004,4.176470588235294,9.235294117647058,-1.2112676056338028,0.0,17,1995,Gerhard,Berger,G. Berger,-4.242553942832442,-0.10106230748952133,1,Volatile Drivers,1,1994–2009
79,-0.3125,0.375,5.873315361304323,-6.5,7.0,15.6875,16.0,-0.0199203187250996,0.0,16,1995,Ukyo,Katayama,U. Katayama,-0.18898239708327802,0.6036350358551824,0,Midfield Stabilizers,0,1994–2009
81,1.5,0.6,5.126185499743233,-3.5,7.299999999999999,13.9,12.4,0.1079136690647482,0.0,10,1995,Gianni,Morbidelli,G. Morbidelli,1.2711940590053272,0.4364145392596374,2,Consistent Climbers,0,1994–2009
83,3.75,0.75,5.52268050859363,-3.5999999999999996,8.2,16.5,12.75,0.22727272727272727,0.0,8,1995,Pedro,Lamy,P. Lamy,2.213929495501361,1.047823521753793,2,Consistent Climbers,0,1994–2009
84,-0.9090909090909091,0.5454545454545454,6.847693705979341,-9.0,5.0,10.636363636363637,11.545454545454545,-0.08547008547008546,0.0,11,1995,Martin,Brundle,M. Brundle,-0.670777497987967,0.7997100090948515,0,Midfield Stabilizers,0,1994–2009
85,3.5294117647058822,0.6470588235294118,5.026400887548958,-0.7999999999999998,11.200000000000001,22.058823529411764,18.529411764705884,0.16,0.0,17,1995,Andrea,Montermini,A. Montermini,2.6139038148979385,1.2597905501959994,2,Consistent Climbers,-1,1994–2009
87,1.0666666666666667,0.6666666666666666,6.9843362162021085,-6.8,5.6,11.4,10.333333333333334,0.0935672514619883,0.0,15,1995,Mark,Blundell,M. Blundell,0.44790444426917464,1.0520060910219196,0,Midfield Stabilizers,0,1994–2009
88,1.6666666666666667,0.6666666666666666,9.373722135132162,-10.0,9.5,15.666666666666666,14.0,0.10638297872340427,0.0,6,1995,Aguri,Suzuki,A. Suzuki,0.3433643645308096,3.206321460695941,0,Midfield Stabilizers,-1,1994–2009
89,2.764705882352941,0.47058823529411764,6.179901008154438,-3.4,10.8,20.11764705882353,17.352941176470587,0.13742690058479531,0.0,17,1995,Taki,Inoue,T. Inoue,1.5351789849813415,1.6397226001599279,2,Consistent Climbers,0,1994–2009
90,5.529411764705882,0.8235294117647058,4.3028718180249035,-0.3999999999999999,9.4,22.764705882352942,17.235294117647058,0.2428940568475452,0.0,17,1995,Roberto,Moreno,R. Moreno,3.4295373446368913,0.738591134904934,2,Consistent Climbers,0,1994–2009
91,2.3333333333333335,0.6666666666666666,4.676180777800049,-3.5,6.5,19.166666666666668,16.833333333333332,0.12173913043478261,0.0,6,1995,Karl,Wendlinger,K. Wendlinger,1.577661499699402,0.14831391925229057,2,Consistent Climbers,0,1994–2009
92,4.2727272727272725,0.8181818181818182,4.474168282282397,0.0,9.0,22.09090909090909,17.818181818181817,0.1934156378600823,0.0,11,1995,Bertrand,Gachot,B. Gachot,3.0722831793298266,0.6248053185517303,2,Consistent Climbers,0,1994–2009
93,3.8,0.8,6.300793600809346,-2.4,9.4,22.2,18.4,0.17117117117117117,0.0,5,1995,Domenico,Schiattarella,D. Schiattarella,2.4060020235257236,1.5948500426426655,2,Consistent Climbers,0,1994–2009
94,3.2222222222222223,0.7777777777777778,5.7397251192408545,-1.7999999999999998,8.600000000000001,17.77777777777778,14.555555555555555,0.18125,0.0,9,1995,Pierluigi,Martini,P. Martini,2.3086528550702963,1.0977022244467332,2,Consistent Climbers,0,1994–2009
96,2.8181818181818183,0.6363636363636364,6.508735388970454,-5.0,9.0,15.545454545454545,12.727272727272727,0.18128654970760236,0.0,11,1995,Jean-Christophe,Boullion,J. Boullion,1.5172995532300158,1.6028967276045083,2,Consistent Climbers,0,1994–2009
97,0.42857142857142855,0.5714285714285714,5.623081683476385,-6.0,6.200000000000001,17.714285714285715,17.285714285714285,0.02419354838709677,0.0,7,1995,Massimiliano,Papis,M. Papis,0.4333988312873171,0.4714950525690617,0,Midfield Stabilizers,0,1994–2009
14,-1.4285714285714286,0.42857142857142855,4.720774754816659,-6.3999999999999995,3.0,9.285714285714286,10.714285714285714,-0.15384615384615383,0.0,7,1996,David,Coulthard,D. Coulthard,-0.7313753364873673,-0.8562199985741943,0,Midfield Stabilizers,0,1994–2009
21,1.4,0.6,2.6076809620810595,-1.2,3.8000000000000003,18.0,16.6,0.07777777777777778,0.0,5,1996,Giancarlo,Fisichella,G. Fisichella,1.4437080015703079,-1.5975517225438258,2,Consistent Climbers,0,1994–2009
22,-3.5714285714285716,0.2857142857142857,6.399404734221845,-11.4,2.8000000000000007,6.142857142857143,9.714285714285714,-0.5813953488372093,0.0,7,1996,Rubens,Barrichello,R. Barrichello,-2.74220799871025,-0.16170063415414979,1,Volatile Drivers,0,1994–2009
30,-4.571428571428571,0.42857142857142855,7.04407890494191,-12.399999999999999,1.4000000000000004,2.5714285714285716,7.142857142857143,-1.7777777777777775,0.0,7,1996,Michael,Schumacher,M. Schumacher,-4.293878275830229,-0.37051521590204123,1,Volatile Drivers,-1,1994–2009
35,-2.857142857142857,0.42857142857142855,5.9281411203561225,-10.399999999999999,1.4000000000000004,3.4285714285714284,6.285714285714286,-0.8333333333333334,0.0,7,1996,Jacques,Villeneuve,J. Villeneuve,-2.5502770853863552,-0.6790434246556836,1,Volatile Drivers,-1,1994–2009
44,2.857142857142857,0.7142857142857143,7.057586259446201,-5.0,10.600000000000001,12.571428571428571,9.714285714285714,0.2272727272727273,0.0,7,1996,Olivier,Panis,O. Panis,1.8549565205516414,2.2854369172269178,2,Consistent Climbers,0,1994–2009
49,-1.7142857142857142,0.42857142857142855,5.992058236095666,-6.8,5.800000000000001,9.857142857142858,11.571428571428571,-0.17391304347826086,0.0,7,1996,Heinz-Harald,Frentzen,H. Frentzen,-0.7165117903541423,0.34452785596716595,0,Midfield Stabilizers,0,1994–2009
50,-3.0,0.2857142857142857,5.228129047119374,-8.4,3.0000000000000018,12.0,15.0,-0.25,0.0,7,1996,Jos,Verstappen,J. Verstappen,-1.7485394528355247,-0.7020315820890394,0,Midfield Stabilizers,0,1994–2009
55,-4.142857142857143,0.42857142857142855,7.4258236676383005,-13.6,2.4000000000000004,4.428571428571429,8.571428571428571,-0.935483870967742,0.0,7,1996,Jean,Alesi,J. Alesi,-3.364048225809504,0.3267915084515275,1,Volatile Drivers,-1,1994–2009
56,-1.5714285714285714,0.42857142857142855,6.399404734221844,-10.2,3.8000000000000007,7.0,8.571428571428571,-0.22448979591836735,0.0,7,1996,Eddie,Irvine,E. Irvine,-1.4011215422633114,0.26372037556706174,0,Midfield Stabilizers,0,1994–2009
57,0.0,0.7142857142857143,6.377042156569663,-5.599999999999998,3.8000000000000007,8.285714285714286,8.285714285714286,0.0,0.0,7,1996,Mika,Häkkinen,M. Häkkinen,0.23640416212955112,0.26930284474631117,0,Midfield Stabilizers,0,1994–2009
63,0.7142857142857143,0.5714285714285714,6.550172662209898,-5.199999999999999,6.0,11.714285714285714,11.0,0.06097560975609757,0.0,7,1996,Mika,Salo,M. Salo,0.4149373492971918,0.7606540193982108,0,Midfield Stabilizers,0,1994–2009
64,7.857142857142857,0.8571428571428571,4.879500364742666,1.8000000000000003,12.200000000000001,18.285714285714285,10.428571428571429,0.4296875,0.0,7,1996,Pedro,Diniz,P. Diniz,4.634644052636044,1.6389749078772733,2,Consistent Climbers,-1,1994–2009
65,1.0,0.42857142857142855,6.582805886043833,-5.4,8.8,13.142857142857142,12.142857142857142,0.07608695652173914,0.0,7,1996,Johnny,Herbert,J. Herbert,0.503633618905275,1.356188423439555,0,Midfield Stabilizers,0,1994–2009
71,-3.142857142857143,0.2857142857142857,5.27347359996462,-10.2,1.0,1.4285714285714286,4.571428571428571,-2.1999999999999997,0.0,7,1996,Damon,Hill,D. Hill,-4.3019578771193885,-1.5105316160238988,1,Volatile Drivers,-1,1994–2009
73,3.7142857142857144,0.7142857142857143,4.572172558506722,-1.1999999999999997,9.0,19.285714285714285,15.571428571428571,0.19259259259259262,0.0,7,1996,Ricardo,Rosset,R. Rosset,2.5954750146613774,0.6455045181997,2,Consistent Climbers,0,1994–2009
77,-3.2857142857142856,0.2857142857142857,5.529143565818179,-9.4,3.4000000000000004,6.285714285714286,9.571428571428571,-0.5227272727272727,0.0,7,1996,Gerhard,Berger,G. Berger,-2.1962706752607404,-0.4884641202330024,1,Volatile Drivers,0,1994–2009
79,1.4285714285714286,0.7142857142857143,4.117326918327102,-2.9999999999999996,5.200000000000001,15.285714285714286,13.857142857142858,0.09345794392523364,0.0,7,1996,Ukyo,Katayama,U. Katayama,1.4558672892689852,-0.42384947607453,2,Consistent Climbers,0,1994–2009
83,4.714285714285714,0.7142857142857143,4.15187851918806,-0.7999999999999998,8.4,18.285714285714285,13.571428571428571,0.2578125,0.0,7,1996,Pedro,Lamy,P. Lamy,2.900423216680376,0.3523722922581136,2,Consistent Climbers,0,1994–2009
84,0.2857142857142857,0.42857142857142855,4.423960733486292,-5.4,4.4,13.428571428571429,13.142857142857142,0.02127659574468085,0.0,7,1996,Martin,Brundle,M. Brundle,0.12542527111628143,-0.6113955669462516,0,Midfield Stabilizers,0,1994–2009
14,-3.7,0.4,6.447221623821123,-12.2,2.0999999999999996,7.2,10.9,-0.513888888888889,0.0,10,1997,David,Coulthard,D. Coulthard,-2.616611854988727,-0.14785946028679575,1,Volatile Drivers,0,1994–2009
15,3.5,0.7,4.301162633521313,-2.2,8.1,15.8,12.3,0.22151898734177214,0.0,10,1997,Jarno,Trulli,J. Trulli,2.3883585144124426,0.37882543544762826,2,Consistent Climbers,0,1994–2009
21,-1.3,0.4,4.270050741306634,-8.1,3.0,7.7,9.0,-0.16883116883116883,0.0,10,1997,Giancarlo,Fisichella,G. Fisichella,-0.8693258538509268,-0.9406880410303193,0,Midfield Stabilizers,0,1994–2009
22,-3.2,0.2,6.579429222120175,-12.1,2.599999999999998,11.5,14.7,-0.2782608695652174,0.0,10,1997,Rubens,Barrichello,R. Barrichello,-2.661049185544767,-0.07173265854000707,1,Volatile Drivers,0,1994–2009
23,-5.3,0.2,5.437523946307425,-10.2,2.0999999999999996,7.0,12.3,-0.7571428571428571,0.0,10,1997,Ralf,Schumacher,R. Schumacher,-3.2651840735861315,-0.9755133735841962,1,Volatile Drivers,-1,1994–2009
30,-2.6,0.5,7.011102306738617,-14.3,2.0999999999999996,3.1,5.7,-0.8387096774193549,0.0,10,1997,Michael,Schumacher,M. Schumacher,-2.8274807027196434,0.2705586477718258,1,Volatile Drivers,-1,1994–2009
35,-6.4,0.0,7.574812062208394,-17.1,0.0,2.4,8.8,-2.666666666666667,0.0,10,1997,Jacques,Villeneuve,J. Villeneuve,-7.292061089931805,-0.7850079000698679,1,Volatile Drivers,-1,1994–2009
44,0.42857142857142855,0.5714285714285714,8.715066319448233,-8.799999999999999,8.8,7.857142857142857,7.428571428571429,0.05454545454545454,0.0,7,1997,Olivier,Panis,O. Panis,-0.025431957499208412,2.553935109131764,0,Midfield Stabilizers,0,1994–2009
49,-7.4,0.1,7.720103626247513,-18.1,0.09999999999999964,3.0,10.4,-2.466666666666667,0.0,10,1997,Heinz-Harald,Frentzen,H. Frentzen,-7.16337724347888,-0.5347102023510919,1,Volatile Drivers,-1,1994–2009
50,5.9,0.9,4.931756504757937,0.7000000000000002,11.299999999999999,19.1,13.2,0.3089005235602094,0.0,10,1997,Jos,Verstappen,J. Verstappen,3.9817169821695417,1.4622290165859804,2,Consistent Climbers,-1,1994–2009
55,2.1,0.6,5.173651192984184,-5.1,9.0,8.5,6.4,0.24705882352941178,0.0,10,1997,Jean,Alesi,J. Alesi,1.5938954998187747,1.0310699309418854,2,Consistent Climbers,0,1994–2009
56,-2.1,0.4,8.5693251387337,-11.4,6.599999999999998,9.5,11.6,-0.2210526315789474,0.0,10,1997,Eddie,Irvine,E. Irvine,-1.711405808162855,1.859288096942252,1,Volatile Drivers,0,1994–2009
57,-2.6,0.3,7.604092465391398,-11.1,3.899999999999997,7.3,9.9,-0.35616438356164387,0.0,10,1997,Mika,Häkkinen,M. Häkkinen,-2.32256083175741,0.667669499429776,1,Volatile Drivers,0,1994–2009
63,5.8,0.9,4.779586221049312,0.40000000000000036,10.1,17.8,12.0,0.32584269662921345,0.0,10,1997,Mika,Salo,M. Salo,3.824187741849534,1.1346415213040721,2,Consistent Climbers,0,1994–2009
64,2.4,0.6,6.51835016617617,-5.1,10.2,17.8,15.4,0.1348314606741573,0.0,10,1997,Pedro,Diniz,P. Diniz,1.4463584880221947,1.8467374898486202,2,Consistent Climbers,0,1994–2009
65,-1.5,0.5,8.195527235429498,-10.4,6.199999999999999,10.2,11.7,-0.14705882352941177,0.0,10,1997,Johnny,Herbert,J. Herbert,-1.1780528977384526,1.6609516244139528,0,Midfield Stabilizers,0,1994–2009
71,-0.9,0.4,5.839520528262573,-8.0,6.0,14.2,15.1,-0.06338028169014084,0.0,10,1997,Damon,Hill,D. Hill,-0.5636764332351996,0.44671082448561394,0,Midfield Stabilizers,0,1994–2009
75,4.0,0.7,6.749485577105529,-4.4,10.299999999999999,16.9,12.9,0.2366863905325444,0.0,10,1997,Shinji,Nakano,S. Nakano,2.1344415518080146,2.0751918341798397,2,Consistent Climbers,0,1994–2009
76,2.3,0.5,5.538752366533259,-3.2,9.299999999999999,17.7,15.4,0.12994350282485875,0.0,10,1997,Jan,Magnussen,J. Magnussen,1.4423026308517772,1.0124930310157079,2,Consistent Climbers,0,1994–2009
77,1.1428571428571428,0.5714285714285714,6.12178000880385,-6.0,6.800000000000001,8.571428571428571,7.428571428571429,0.13333333333333333,0.0,7,1997,Gerhard,Berger,G. Berger,0.6793641526321077,0.8678845541544375,0,Midfield Stabilizers,0,1994–2009
78,4.2,0.8,3.96232255123179,0.0,7.6,13.8,9.6,0.30434782608695654,0.0,5,1997,Nicola,Larini,N. Larini,3.047996026547585,0.09090585545712022,2,Consistent Climbers,0,1994–2009
79,4.1,0.6,5.384133067531754,-2.2,10.1,19.9,15.8,0.20603015075376885,0.0,10,1997,Ukyo,Katayama,U. Katayama,2.330506263933836,1.231934297773062,2,Consistent Climbers,0,1994–2009
14,-1.2857142857142858,0.14285714285714285,7.111359122659224,-7.3999999999999995,4.800000000000004,3.857142857142857,5.142857142857143,-0.33333333333333337,0.0,7,1998,David,Coulthard,D. Coulthard,-1.826005696673132,0.3422922140652797,1,Volatile Drivers,-1,1994–2009
15,1.8571428571428572,0.7142857142857143,5.27347359996462,-4.3999999999999995,6.4,14.285714285714286,12.428571428571429,0.13,0.0,7,1998,Jarno,Trulli,J. Trulli,1.3912765722520628,0.4551082162540925,2,Consistent Climbers,0,1994–2009
21,-1.2857142857142858,0.5714285714285714,6.2373681873657185,-7.399999999999999,3.8000000000000007,7.142857142857143,8.428571428571429,-0.18,0.0,7,1998,Giancarlo,Fisichella,G. Fisichella,-0.6785078235360362,0.13667786760001982,0,Midfield Stabilizers,0,1994–2009
22,-3.7142857142857144,0.2857142857142857,6.102302453836194,-10.0,3.4000000000000004,12.714285714285714,16.428571428571427,-0.2921348314606742,0.0,7,1998,Rubens,Barrichello,R. Barrichello,-2.1953205042890707,-0.17261015150645165,1,Volatile Drivers,0,1994–2009
23,-2.142857142857143,0.42857142857142855,11.111984092689768,-14.0,9.600000000000003,9.142857142857142,11.285714285714286,-0.234375,0.0,7,1998,Ralf,Schumacher,R. Schumacher,-1.9925981469082812,3.8124861894958157,1,Volatile Drivers,-1,1994–2009
25,2.0,0.7142857142857143,5.32290647422377,-4.8,7.4,10.0,8.0,0.2,0.0,7,1998,Alexander,Wurz,A. Wurz,1.5753022379568093,0.7652205342918952,2,Consistent Climbers,0,1994–2009
30,-1.7142857142857142,0.7142857142857143,6.2105900340811875,-9.2,2.200000000000001,4.0,5.714285714285714,-0.42857142857142855,0.0,7,1998,Michael,Schumacher,M. Schumacher,-1.0857634567006662,-0.08751521767495773,0,Midfield Stabilizers,-1,1994–2009
35,-2.0,0.2857142857142857,5.354126134736337,-8.2,3.8000000000000007,6.285714285714286,8.285714285714286,-0.3181818181818182,0.0,7,1998,Jacques,Villeneuve,J. Villeneuve,-1.5238056815689425,-0.4558841624952763,0,Midfield Stabilizers,0,1994–2009
44,0.42857142857142855,0.42857142857142855,8.223080178318076,-7.3999999999999995,10.8,15.428571428571429,15.0,0.027777777777777776,0.0,7,1998,Olivier,Panis,O. Panis,0.10797940234703712,2.61160423189295,0,Midfield Stabilizers,0,1994–2009
49,-3.0,0.42857142857142855,7.187952884282608,-12.0,3.8000000000000007,6.714285714285714,9.714285714285714,-0.44680851063829785,0.0,7,1998,Heinz-Harald,Frentzen,H. Frentzen,-2.237577254576085,0.6091303566503368,1,Volatile Drivers,0,1994–2009
55,0.7142857142857143,0.7142857142857143,7.296444013222827,-6.799999999999999,6.4,9.857142857142858,9.142857142857142,0.07246376811594203,0.0,7,1998,Jean,Alesi,J. Alesi,0.5084083948889195,1.3924494673382042,0,Midfield Stabilizers,0,1994–2009
56,0.14285714285714285,0.5714285714285714,3.670993118515816,-3.5999999999999996,4.0,6.0,5.857142857142857,0.023809523809523808,0.0,7,1998,Eddie,Irvine,E. Irvine,0.6760090619470024,-1.0273034678655955,0,Midfield Stabilizers,0,1994–2009
57,-1.8571428571428572,0.2857142857142857,5.871642911161277,-6.599999999999998,1.4000000000000004,1.5714285714285714,3.4285714285714284,-1.1818181818181819,0.0,7,1998,Mika,Häkkinen,M. Häkkinen,-2.665450108098811,-1.1392209244380556,1,Volatile Drivers,-1,1994–2009
63,-3.0,0.42857142857142855,5.972157622389639,-9.799999999999999,2.4000000000000004,15.285714285714286,18.285714285714285,-0.19626168224299065,0.0,7,1998,Mika,Salo,M. Salo,-1.7185151001959897,-0.3151506422176358,0,Midfield Stabilizers,0,1994–2009
64,0.8571428571428571,0.5714285714285714,5.871642911161277,-4.8,7.400000000000002,17.0,16.142857142857142,0.050420168067226885,0.0,7,1998,Pedro,Diniz,P. Diniz,0.7720383520200542,0.7956848174957535,0,Midfield Stabilizers,0,1994–2009
65,-2.142857142857143,0.2857142857142857,6.768273325562717,-7.6,5.8000000000000025,11.714285714285714,13.857142857142858,-0.18292682926829268,0.0,7,1998,Johnny,Herbert,J. Herbert,-1.3460338065091058,0.5819559124891025,0,Midfield Stabilizers,0,1994–2009
68,0.7142857142857143,0.5714285714285714,5.154748157905347,-4.3999999999999995,6.200000000000001,16.285714285714285,15.571428571428571,0.04385964912280702,0.0,7,1998,Toranosuke,Takagi,T. Takagi,0.7498286613219949,0.18254200284525374,0,Midfield Stabilizers,0,1994–2009
71,-0.2857142857142857,0.7142857142857143,7.064330251677218,-6.599999999999998,4.400000000000002,8.571428571428571,8.857142857142858,-0.03333333333333333,0.0,7,1998,Damon,Hill,D. Hill,0.0012096059242167662,0.7450024009645843,0,Midfield Stabilizers,0,1994–2009
73,5.0,0.8333333333333334,4.09878030638384,0.5,8.5,20.5,15.5,0.24390243902439024,0.0,6,1998,Ricardo,Rosset,R. Rosset,3.3556597023088965,0.36641466291430375,2,Consistent Climbers,0,1994–2009
74,4.142857142857143,0.8571428571428571,3.1320159337914952,1.2000000000000002,7.000000000000002,19.428571428571427,15.285714285714286,0.2132352941176471,0.0,7,1998,Esteban,Tuero,E. Tuero,3.254467560227783,-0.45164556275277656,2,Consistent Climbers,0,1994–2009
75,6.428571428571429,0.8571428571428571,5.563486402641868,4.440892098500626e-16,11.8,20.0,13.571428571428571,0.32142857142857145,0.0,7,1998,Shinji,Nakano,S. Nakano,3.8875845670411042,1.873533544349829,2,Consistent Climbers,-1,1994–2009
2,0.8125,0.625,6.177580432499443,-8.0,7.5,12.3125,11.5,0.06598984771573604,0.0,16,2003,Nick,Heidfeld,N. Heidfeld,0.5475992170162294,1.2170880148544807,0,Midfield Stabilizers,0,1994–2009
4,-0.375,0.5625,6.974955196988724,-10.5,5.5,7.875,8.25,-0.047619047619047616,0.0,16,2003,Fernando,Alonso,F. Alonso,-0.5902091763869415,1.1189396495099817,0,Midfield Stabilizers,0,1994–2009
8,0.9375,0.4375,8.16879224039066,-7.5,9.0,6.8125,5.875,0.13761467889908258,0.0,16,2003,Kimi,Räikkönen,K. Räikkönen,0.11517255230120238,2.2157372699458637,0,Midfield Stabilizers,0,1994–2009
14,0.1875,0.4375,7.101349636982161,-7.0,8.5,8.5,8.3125,0.022058823529411766,0.0,16,2003,David,Coulthard,D. Coulthard,0.018427586467988134,1.5747298944659553,0,Midfield Stabilizers,0,1994–2009
15,-2.625,0.3125,8.05708797684788,-13.0,6.5,7.3125,9.9375,-0.358974358974359,0.0,16,2003,Jarno,Trulli,J. Trulli,-2.23387341246247,1.6187881503549557,1,Volatile Drivers,0,1994–2009
17,-1.0625,0.3125,5.458555975103062,-7.0,5.0,9.875,10.9375,-0.10759493670886076,0.0,16,2003,Mark,Webber,M. Webber,-0.8015533498355958,-0.10648670164803697,0,Midfield Stabilizers,0,1994–2009
18,1.0625,0.5625,5.685874309784439,-5.5,7.0,11.875,10.8125,0.08947368421052632,0.0,16,2003,Jenson,Button,J. Button,0.7488123937155918,0.6832124258834247,0,Midfield Stabilizers,0,1994–2009
21,0.375,0.5,4.318564576337836,-5.0,5.5,13.875,13.5,0.02702702702702703,0.0,16,2003,Giancarlo,Fisichella,G. Fisichella,0.5073113297032732,-0.3555546980502162,0,Midfield Stabilizers,0,1994–2009
22,-4.3125,0.25,7.709031499914024,-16.5,2.0,3.625,7.9375,-1.1896551724137931,0.0,16,2003,Rubens,Barrichello,R. Barrichello,-4.45032031576885,0.33812556215509804,1,Volatile Drivers,1,1994–2009
23,-0.8666666666666667,0.4,6.906173911453294,-10.399999999999999,5.799999999999999,5.933333333333334,6.8,-0.14606741573033707,0.0,15,2003,Ralf,Schumacher,R. Schumacher,-1.0946262487258533,0.9824092631410188,0,Midfield Stabilizers,0,1994–2009
30,0.0,0.3125,3.2455097185701565,-3.0,4.0,4.25,4.25,0.0,0.0,16,2003,Michael,Schumacher,M. Schumacher,0.17943631473790309,-1.4651054584385623,0,Midfield Stabilizers,0,1994–2009
31,-2.0,0.375,6.2289646009589745,-10.0,3.5,4.1875,6.1875,-0.47761194029850745,0.0,16,2003,Juan,Pablo Montoya,J. Pablo Montoya,-1.8648523298345683,-0.010910849132946291,1,Volatile Drivers,0,1994–2009
35,-1.6666666666666667,0.26666666666666666,5.19156825558337,-7.199999999999999,4.0,11.666666666666666,13.333333333333334,-0.14285714285714288,0.0,15,2003,Jacques,Villeneuve,J. Villeneuve,-1.1610640679405786,-0.5068710625397602,0,Midfield Stabilizers,0,1994–2009
42,-0.09090909090909091,0.6363636363636364,4.570657402486987,-5.0,5.0,13.818181818181818,13.909090909090908,-0.006578947368421053,0.0,11,2003,Antônio,Pizzonia,A. Pizzonia,0.5735779411871118,-0.28547871283126236,0,Midfield Stabilizers,0,1994–2009
43,0.5,0.5,4.049691346263317,-5.0,5.5,11.25,10.75,0.044444444444444446,0.0,16,2003,Cristiano,da Matta,C. da Matta,0.5989073382092176,-0.456029501484422,0,Midfield Stabilizers,0,1994–2009
44,-4.25,0.3125,5.471136384091821,-10.5,2.0,9.0,13.25,-0.4722222222222222,0.0,16,2003,Olivier,Panis,O. Panis,-2.549450948238075,-0.7682189377996469,1,Volatile Drivers,0,1994–2009
49,0.5,0.5625,6.0,-6.0,7.5,13.25,12.75,0.03773584905660377,0.0,16,2003,Heinz-Harald,Frentzen,H. Frentzen,0.5415031375186128,0.9344778607275016,0,Midfield Stabilizers,0,1994–2009
50,4.5,1.0,2.581988897471611,1.5,8.0,18.4375,13.9375,0.2440677966101695,0.0,16,2003,Jos,Verstappen,J. Verstappen,3.932648977196925,-0.3191200802182617,2,Consistent Climbers,0,1994–2009
51,2.625,0.75,3.8100743649785453,-3.0,6.5,17.1875,14.5625,0.15272727272727274,0.0,16,2003,Justin,Wilson,J. Wilson,2.057970337083878,-0.152338723708326,2,Consistent Climbers,0,1994–2009
52,2.7857142857142856,0.7857142857142857,3.49017459181037,-2.0,6.400000000000002,17.0,14.214285714285714,0.1638655462184874,0.0,14,2003,Ralph,Firman,R. Firman,2.322602006606453,-0.3395442411832638,2,Consistent Climbers,0,1994–2009
53,6.6,1.0,2.701851217221259,4.0,8.6,19.4,12.8,0.3402061855670103,0.0,5,2003,Nicolas,Kiesa,N. Kiesa,4.749147138576419,-0.21009539049815418,2,Consistent Climbers,-1,1994–2009
2,1.8888888888888888,0.6111111111111112,3.4451822949956705,-2.3,5.600000000000001,15.88888888888889,14.0,0.11888111888111888,0.0,18,2004,Nick,Heidfeld,N. Heidfeld,1.5838970860259103,-0.7127240388239959,2,Consistent Climbers,0,1994–2009
4,-0.16666666666666666,0.6111111111111112,7.172250446727878,-9.2,7.5000000000000036,7.222222222222222,7.388888888888889,-0.023076923076923075,0.0,18,2004,Fernando,Alonso,F. Alonso,-0.06708735812777847,1.6392579258851256,0,Midfield Stabilizers,0,1994–2009
8,-2.611111111111111,0.4444444444444444,8.218622246702115,-12.6,6.900000000000002,8.38888888888889,11.0,-0.31125827814569534,0.0,18,2004,Kimi,Räikkönen,K. Räikkönen,-1.8248786555651337,1.8719337810144374,1,Volatile Drivers,0,1994–2009
11,-2.3333333333333335,0.2777777777777778,5.530663187549722,-10.2,3.6000000000000014,7.722222222222222,10.055555555555555,-0.302158273381295,0.0,18,2004,Takuma,Sato,T. Sato,-1.8412701187126101,-0.3042028417755339,1,Volatile Drivers,0,1994–2009
13,2.9444444444444446,0.7777777777777778,4.783208647688314,-4.0,8.900000000000002,13.61111111111111,10.666666666666666,0.2163265306122449,0.0,18,2004,Felipe,Massa,F. Massa,2.288197171348869,0.9376680778685633,2,Consistent Climbers,0,1994–2009
14,-0.3888888888888889,0.5555555555555556,4.552166761249221,-8.3,4.0,9.555555555555555,9.944444444444445,-0.040697674418604654,0.0,18,2004,David,Coulthard,D. Coulthard,-0.14650029996248715,-0.3830511660611658,0,Midfield Stabilizers,0,1994–2009
15,-1.4705882352941178,0.4117647058823529,6.9472804666540515,-10.0,3.4000000000000004,6.823529411764706,8.294117647058824,-0.21551724137931036,0.0,17,2004,Jarno,Trulli,J. Trulli,-1.539202210951782,0.3671994166897994,0,Midfield Stabilizers,0,1994–2009
17,-2.5555555555555554,0.4444444444444444,7.5710145580304165,-13.5,6.0,10.0,12.555555555555555,-0.25555555555555554,0.0,18,2004,Mark,Webber,M. Webber,-1.840857394489511,1.4729072025432748,1,Volatile Drivers,0,1994–2009
18,-0.6111111111111112,0.5,4.766783215358364,-4.099999999999999,3.0,5.0,5.611111111111111,-0.12222222222222223,0.0,18,2004,Jenson,Button,J. Button,-0.16201858698988442,-0.9071878164084942,0,Midfield Stabilizers,0,1994–2009
21,3.7222222222222223,0.6666666666666666,5.333639697083095,-0.2999999999999998,10.900000000000002,12.5,8.777777777777779,0.2977777777777778,0.0,18,2004,Giancarlo,Fisichella,G. Fisichella,2.7980014057703695,1.3325011129757942,2,Consistent Climbers,-1,1994–2009
22,0.6666666666666666,0.3333333333333333,3.1436209919735028,-2.5999999999999996,5.0,4.666666666666667,4.0,0.14285714285714285,0.0,18,2004,Rubens,Barrichello,R. Barrichello,0.6961797840566517,-1.2207808418405333,0,Midfield Stabilizers,0,1994–2009
