driverId,avg_gain,gain_pct,volatility,p10_gain,p90_gain,avg_qual,avg_finish,gain_per_qual_rank,teammate_delta_avg,race_count,year,forename,surname,driver_name,pca1,pca2,cluster,cluster_name,dbscan_cluster,era
22,-2.588235294117647,0.29411764705882354,6.315247654777797,-10.0,7.0,9.529411764705882,12.117647058823529,-0.271604938271605,0.0,17,1995,Rubens,Barrichello,R. Barrichello,-1.5073976506641313,0.8274312417798089,0,Midfield Stabilizers,0,1994–2009
30,-3.0,0.47058823529411764,8.923284148787374,-12.8,2.0,2.9411764705882355,5.9411764705882355,-1.02,0.0,17,1995,Michael,Schumacher,M. Schumacher,-3.3766583921947095,0.8331207133234797,1,Volatile Drivers,-1,1994–2009
44,0.8823529411764706,0.5294117647058824,7.598374439157829,-8.8,9.4,11.647058823529411,10.764705882352942,0.07575757575757576,0.0,17,1995,Olivier,Panis,O. Panis,0.270729835558132,2.231649950615699,0,Midfield Stabilizers,0,1994–2009
49,0.9411764705882353,0.5882352941176471,6.368580966699864,-7.6,7.4,10.352941176470589,9.411764705882353,0.0909090909090909,0.0,17,1995,Heinz-Harald,Frentzen,H. Frentzen,0.5094479867576083,1.2222376458334157,0,Midfield Stabilizers,0,1994–2009
50,-1.0,0.4,4.898979485566356,-5.8,4.0,18.8,19.8,-0.05319148936170213,0.0,5,1995,Jos,Verstappen,J. Verstappen,-0.44792818213684654,-0.5713839873512062,0,Midfield Stabilizers,0,1994–2009
55,-4.9411764705882355,0.4117647058823529,8.706826260435646,-16.4,4.0,5.0588235294117645,10.0,-0.9767441860465117,0.0,17,1995,Jean,Alesi,J. Alesi,-3.8989668641571864,1.3777986599282845,1,Volatile Drivers,-1,1994–2009
56,-4.705882352941177,0.23529411764705882,7.077823693431061,-15.2,2.4000000000000004,7.588235294117647,12.294117647058824,-0.6201550387596899,0.0,17,1995,Eddie,Irvine,E. Irvine,-3.661548285025941,0.19803049301212095,1,Volatile Drivers,0,1994–2009
57,-6.875,0.375,9.193294657883357,-18.5,2.0,7.9375,14.8125,-0.8661417322834646,0.0,16,1995,Mika,Häkkinen,M. Häkkinen,-4.793041856438963,1.1752447876852643,1,Volatile Drivers,-1,1994–2009
63,3.1176470588235294,0.7647058823529411,6.584853386192213,-6.6,9.8,14.352941176470589,11.235294117647058,0.21721311475409835,0.0,17,1995,Mika,Salo,M. Salo,1.8353840714862497,2.06337410791985,2,Consistent Climbers,0,1994–2009
64,7.176470588235294,0.8235294117647058,5.9501606503275095,-0.3999999999999999,14.4,22.88235294117647,15.705882352941176,0.31362467866323906,0.0,17,1995,Pedro,Diniz,P. Diniz,4.178361946158199,2.6783225196276175,2,Consistent Climbers,-1,1994–2009
65,-0.058823529411764705,0.6470588235294118,7.2151800760210945,-11.8,6.4,7.352941176470588,7.411764705882353,-0.008,0.0,17,1995,Johnny,Herbert,J. Herbert,-0.34999281928344156,1.6141230655527998,0,Midfield Stabilizers,0,1994–2009
69,2.9411764705882355,0.8235294117647058,5.9631219616415505,-4.3999999999999995,8.4,17.176470588235293,14.235294117647058,0.17123287671232879,0.0,17,1995,Luca,Badoer,L. Badoer,2.026897452208569,1.3504951231473163,2,Consistent Climbers,0,1994–2009
